date,home_team,away_team,team,scorer,minute,own_goal,penalty
2016-08-16,Canada,Germany,Germany,Sara Däbritz,59,FALSE,FALSE
2016-08-19,Brazil,Canada,Canada,Deanne Rose,25,FALSE,FALSE
2016-08-19,Brazil,Canada,Canada,Christine Sinclair,52,FALSE,FALSE
2016-08-19,Brazil,Canada,Brazil,Beatriz Zaneratto João,79,FALSE,FALSE
2016-08-19,Sweden,Germany,Germany,Dzsenifer Marozsán,48,FALSE,FALSE
2016-08-19,Sweden,Germany,Germany,Linda Sembrant,62,TRUE,FALSE
2016-08-19,Sweden,Germany,Sweden,Stina Blackstenius,67,FALSE,FALSE
2017-07-16,Denmark,Belgium,Denmark,Sanne Troelsgaard Nielsen,6,FALSE,FALSE
2017-07-16,Netherlands,Norway,Netherlands,Shanice van de Sanden,66,FALSE,FALSE
2017-07-17,Italy,Russia,Russia,Elena Danilova,9,FALSE,FALSE
2017-07-17,Italy,Russia,Russia,Elena Morozova,26,FALSE,FALSE
2017-07-17,Italy,Russia,Italy,Ilaria Mauro,88,FALSE,FALSE
2017-07-18,Austria,Switzerland,Austria,Nina Burger,15,FALSE,FALSE
2017-07-18,France,Iceland,France,Eugénie Le Sommer,86,FALSE,TRUE
2017-07-19,England,Scotland,England,Jodie Taylor,11,FALSE,FALSE
2017-07-19,England,Scotland,England,Jodie Taylor,26,FALSE,FALSE
2017-07-19,England,Scotland,England,Ellen White,32,FALSE,FALSE
2017-07-19,England,Scotland,England,Jodie Taylor,53,FALSE,FALSE
2017-07-19,England,Scotland,England,Jordan Nobbs,87,FALSE,FALSE
2017-07-19,England,Scotland,England,Toni Duggan,90,FALSE,FALSE
2017-07-19,Spain,Portugal,Spain,Vicky Losada,23,FALSE,FALSE
2017-07-19,Spain,Portugal,Spain,Amanda Sampedro,42,FALSE,FALSE
2017-07-20,Netherlands,Denmark,Netherlands,Sherida Spitse,20,FALSE,TRUE
2017-07-20,Norway,Belgium,Belgium,Elke Van Gorp,59,FALSE,FALSE
2017-07-20,Norway,Belgium,Belgium,Janice Cayman,67,FALSE,FALSE
2017-07-21,Germany,Italy,Germany,Josephine Henning,19,FALSE,FALSE
2017-07-21,Germany,Italy,Italy,Ilaria Mauro,29,FALSE,FALSE
2017-07-21,Germany,Italy,Germany,Babett Peter,67,FALSE,TRUE
2017-07-21,Sweden,Russia,Sweden,Lotta Schelin,22,FALSE,FALSE
2017-07-21,Sweden,Russia,Sweden,Stina Blackstenius,51,FALSE,FALSE
2017-07-22,France,Austria,Austria,Lisa Makas,27,FALSE,FALSE
2017-07-22,France,Austria,France,Amandine Henry,51,FALSE,FALSE
2017-07-22,Iceland,Switzerland,Iceland,Fanndís Friðriksdóttir,33,FALSE,FALSE
2017-07-22,Iceland,Switzerland,Switzerland,Lara Dickenmann,43,FALSE,FALSE
2017-07-22,Iceland,Switzerland,Switzerland,Ramona Bachmann,52,FALSE,FALSE
2017-07-23,England,Spain,England,Fran Kirby,2,FALSE,FALSE
2017-07-23,England,Spain,England,Jodie Taylor,85,FALSE,FALSE
2017-07-23,Scotland,Portugal,Portugal,Carolina Mendes,27,FALSE,FALSE
2017-07-23,Scotland,Portugal,Scotland,Erin Cuthbert,68,FALSE,FALSE
2017-07-23,Scotland,Portugal,Portugal,Ana Cristina Oliveira Leite,72,FALSE,FALSE
2017-07-24,Netherlands,Belgium,Netherlands,Sherida Spitse,27,FALSE,TRUE
2017-07-24,Netherlands,Belgium,Belgium,Tessa Wullaert,59,FALSE,FALSE
2017-07-24,Netherlands,Belgium,Netherlands,Lieke Martens,74,FALSE,FALSE
2017-07-24,Norway,Denmark,Denmark,Katrine Veje,5,FALSE,FALSE
2017-07-25,Russia,Germany,Germany,Babett Peter,10,FALSE,TRUE
2017-07-25,Russia,Germany,Germany,Dzsenifer Marozsán,56,FALSE,TRUE
2017-07-25,Sweden,Italy,Italy,Daniela Sabatino,4,FALSE,FALSE
2017-07-25,Sweden,Italy,Sweden,Lotta Schelin,14,FALSE,TRUE
2017-07-25,Sweden,Italy,Italy,Daniela Sabatino,37,FALSE,FALSE
2017-07-25,Sweden,Italy,Sweden,Stina Blackstenius,47,FALSE,FALSE
2017-07-25,Sweden,Italy,Italy,Cristiana Girelli,85,FALSE,FALSE
2017-07-26,Iceland,Austria,Austria,Sarah Zadrazil,36,FALSE,FALSE
2017-07-26,Iceland,Austria,Austria,Nina Burger,44,FALSE,FALSE
2017-07-26,Iceland,Austria,Austria,Stefanie Enzinger,89,FALSE,FALSE
2017-07-26,Switzerland,France,Switzerland,Ana-Maria Crnogorčević,19,FALSE,FALSE
2017-07-26,Switzerland,France,France,Camille Abily,76,FALSE,FALSE
2017-07-27,Portugal,England,England,Toni Duggan,7,FALSE,FALSE
2017-07-27,Portugal,England,Portugal,Carolina Mendes,17,FALSE,FALSE
2017-07-27,Portugal,England,England,Nikita Parris,48,FALSE,FALSE
2017-07-27,Scotland,Spain,Scotland,Caroline Weir,42,FALSE,FALSE
2017-07-29,Netherlands,Sweden,Netherlands,Lieke Martens,33,FALSE,FALSE
2017-07-29,Netherlands,Sweden,Netherlands,Vivianne Miedema,64,FALSE,FALSE
2017-07-30,England,France,England,Jodie Taylor,60,FALSE,FALSE
2017-07-30,Germany,Denmark,Germany,Isabel Kerschowski,3,FALSE,FALSE
2017-07-30,Germany,Denmark,Denmark,Nadia Nadim,49,FALSE,FALSE
2017-07-30,Germany,Denmark,Denmark,Theresa Nielsen,83,FALSE,FALSE
2017-08-03,Netherlands,England,Netherlands,Vivianne Miedema,22,FALSE,FALSE
2017-08-03,Netherlands,England,Netherlands,Daniëlle van de Donk,62,FALSE,FALSE
2017-08-03,Netherlands,England,Netherlands,Millie Bright,90,TRUE,FALSE
2017-08-06,Netherlands,Denmark,Denmark,Nadia Nadim,6,FALSE,TRUE
2017-08-06,Netherlands,Denmark,Netherlands,Vivianne Miedema,10,FALSE,FALSE
2017-08-06,Netherlands,Denmark,Netherlands,Lieke Martens,28,FALSE,FALSE
2017-08-06,Netherlands,Denmark,Denmark,Pernille Harder,33,FALSE,FALSE
2017-08-06,Netherlands,Denmark,Netherlands,Sherida Spitse,51,FALSE,FALSE
2017-08-06,Netherlands,Denmark,Netherlands,Vivianne Miedema,89,FALSE,FALSE
2019-06-07,France,South Korea,France,Eugénie Le Sommer,9,FALSE,FALSE
2019-06-07,France,South Korea,France,Wendie Renard,35,FALSE,FALSE
2019-06-07,France,South Korea,France,Wendie Renard,45,FALSE,FALSE
2019-06-07,France,South Korea,France,Amandine Henry,85,FALSE,FALSE
2019-06-08,Germany,China PR,Germany,Giulia Gwinn,66,FALSE,FALSE
2019-06-08,Norway,Nigeria,Norway,Guro Reiten,17,FALSE,FALSE
2019-06-08,Norway,Nigeria,Norway,Lisa-Marie Karlseng Utland,34,FALSE,FALSE
2019-06-08,Norway,Nigeria,Norway,Osinachi Ohale,37,TRUE,FALSE
2019-06-08,Spain,South Africa,South Africa,Thembi Kgatlana,25,FALSE,FALSE
2019-06-08,Spain,South Africa,Spain,Jennifer Hermoso,69,FALSE,TRUE
2019-06-08,Spain,South Africa,Spain,Jennifer Hermoso,82,FALSE,TRUE
2019-06-08,Spain,South Africa,Spain,Lucía García,89,FALSE,FALSE
2019-06-09,Australia,Italy,Australia,Sam Kerr,22,FALSE,FALSE
2019-06-09,Australia,Italy,Italy,Barbara Bonansea,56,FALSE,FALSE
2019-06-09,Australia,Italy,Italy,Barbara Bonansea,90,FALSE,FALSE
2019-06-09,Brazil,Jamaica,Brazil,Cristiane,15,FALSE,FALSE
2019-06-09,Brazil,Jamaica,Brazil,Cristiane,50,FALSE,FALSE
2019-06-09,Brazil,Jamaica,Brazil,Cristiane,64,FALSE,FALSE
2019-06-09,England,Scotland,England,Nikita Parris,14,FALSE,TRUE
2019-06-09,England,Scotland,England,Ellen White,40,FALSE,FALSE
2019-06-09,England,Scotland,Scotland,Claire Emslie,79,FALSE,FALSE
2019-06-10,Canada,Cameroon,Canada,Kadeisha Buchanan,45,FALSE,FALSE
2019-06-11,Chile,Sweden,Sweden,Kosovare Asllani,83,FALSE,FALSE
2019-06-11,Chile,Sweden,Sweden,Madelen Janogy,90,FALSE,FALSE
2019-06-11,New Zealand,Netherlands,Netherlands,Jill Roord,90,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,12,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Rose Lavelle,20,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Lindsey Horan,32,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Sam Mewis,50,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,53,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Sam Mewis,54,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Rose Lavelle,56,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,74,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Megan Rapinoe,79,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,81,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Mallory Pugh,85,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Alex Morgan,87,FALSE,FALSE
2019-06-11,United States,Thailand,United States,Carli Lloyd,90,FALSE,FALSE
2019-06-12,France,Norway,France,Valérie Gauvin,46,FALSE,FALSE
2019-06-12,France,Norway,Norway,Wendie Renard,54,TRUE,FALSE
2019-06-12,France,Norway,France,Eugénie Le Sommer,72,FALSE,TRUE
2019-06-12,Germany,Spain,Germany,Sara Däbritz,42,FALSE,FALSE
2019-06-12,Nigeria,South Korea,Nigeria,Kim Do-yeon,29,TRUE,FALSE
2019-06-12,Nigeria,South Korea,Nigeria,Asisat Oshoala,75,FALSE,FALSE
2019-06-13,Australia,Brazil,Brazil,Marta,27,FALSE,TRUE
2019-06-13,Australia,Brazil,Brazil,Cristiane,38,FALSE,FALSE
2019-06-13,Australia,Brazil,Australia,Caitlin Foord,45,FALSE,FALSE
2019-06-13,Australia,Brazil,Australia,Chloe Logarzo,58,FALSE,FALSE
2019-06-13,Australia,Brazil,Australia,Mônica,66,TRUE,FALSE
2019-06-13,South Africa,China PR,China PR,Li Ying,40,FALSE,FALSE
2019-06-14,England,Argentina,England,Jodie Taylor,62,FALSE,FALSE
2019-06-14,Jamaica,Italy,Italy,Cristiana Girelli,12,FALSE,TRUE
2019-06-14,Jamaica,Italy,Italy,Cristiana Girelli,25,FALSE,FALSE
2019-06-14,Jamaica,Italy,Italy,Cristiana Girelli,46,FALSE,FALSE
2019-06-14,Jamaica,Italy,Italy,Aurora Galli,71,FALSE,FALSE
2019-06-14,Jamaica,Italy,Italy,Aurora Galli,81,FALSE,FALSE
2019-06-14,Japan,Scotland,Japan,Mana Iwabuchi,23,FALSE,FALSE
2019-06-14,Japan,Scotland,Japan,Yuika Sugasawa,37,FALSE,TRUE
2019-06-14,Japan,Scotland,Scotland,Lana Clelland,88,FALSE,FALSE
2019-06-15,Canada,New Zealand,Canada,Jessie Fleming,48,FALSE,FALSE
2019-06-15,Canada,New Zealand,Canada,Nichelle Prince,79,FALSE,FALSE
2019-06-15,Netherlands,Cameroon,Netherlands,Vivianne Miedema,41,FALSE,FALSE
2019-06-15,Netherlands,Cameroon,Cameroon,Gabrielle Onguéné,43,FALSE,FALSE
2019-06-15,Netherlands,Cameroon,Netherlands,Dominique Bloodworth,48,FALSE,FALSE
2019-06-15,Netherlands,Cameroon,Netherlands,Vivianne Miedema,85,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Linda Sembrant,6,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Kosovare Asllani,19,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Fridolina Rolfö,42,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Lina Hurtig,81,FALSE,FALSE
2019-06-16,Sweden,Thailand,Sweden,Elin Rubensson,90,FALSE,TRUE
2019-06-16,Sweden,Thailand,Thailand,Kanjana Sungngoen,90,FALSE,FALSE
2019-06-16,United States,Chile,United States,Carli Lloyd,11,FALSE,FALSE
2019-06-16,United States,Chile,United States,Julie Ertz,26,FALSE,FALSE
2019-06-16,United States,Chile,United States,Carli Lloyd,35,FALSE,FALSE
2019-06-17,France,Nigeria,France,Wendie Renard,79,FALSE,TRUE
2019-06-17,South Africa,Germany,Germany,Melanie Leupolz,14,FALSE,FALSE
2019-06-17,South Africa,Germany,Germany,Sara Däbritz,29,FALSE,FALSE
2019-06-17,South Africa,Germany,Germany,Alexandra Popp,40,FALSE,FALSE
2019-06-17,South Africa,Germany,Germany,Lina Magull,58,FALSE,FALSE
2019-06-17,South Korea,Norway,Norway,Caroline Graham Hansen,4,FALSE,TRUE
2019-06-17,South Korea,Norway,Norway,Isabell Herlovsen,50,FALSE,TRUE
2019-06-17,South Korea,Norway,South Korea,Yeo Min-ji,78,FALSE,FALSE
2019-06-18,Italy,Brazil,Brazil,Marta,74,FALSE,TRUE
2019-06-18,Jamaica,Australia,Australia,Sam Kerr,11,FALSE,FALSE
2019-06-18,Jamaica,Australia,Australia,Sam Kerr,42,FALSE,FALSE
2019-06-18,Jamaica,Australia,Jamaica,Havana Solaun,49,FALSE,FALSE
2019-06-18,Jamaica,Australia,Australia,Sam Kerr,69,FALSE,FALSE
2019-06-18,Jamaica,Australia,Australia,Sam Kerr,83,FALSE,FALSE
2019-06-19,Japan,England,England,Ellen White,14,FALSE,FALSE
2019-06-19,Japan,England,England,Ellen White,84,FALSE,FALSE
2019-06-19,Scotland,Argentina,Scotland,Kim Little,19,FALSE,FALSE
2019-06-19,Scotland,Argentina,Scotland,Jen Beattie,49,FALSE,FALSE
2019-06-19,Scotland,Argentina,Scotland,Erin Cuthbert,69,FALSE,FALSE
2019-06-19,Scotland,Argentina,Argentina,Milagros Menéndez,74,FALSE,FALSE
2019-06-19,Scotland,Argentina,Argentina,Lee Alexander,79,TRUE,FALSE
2019-06-19,Scotland,Argentina,Argentina,Florencia Bonsegundo,90,FALSE,TRUE
2019-06-20,Cameroon,New Zealand,Cameroon,Ajara Nchout,57,FALSE,FALSE
2019-06-20,Cameroon,New Zealand,New Zealand,Aurelle Awona,80,TRUE,FALSE
2019-06-20,Cameroon,New Zealand,Cameroon,Ajara Nchout,90,FALSE,FALSE
2019-06-20,Netherlands,Canada,Netherlands,Anouk Dekker,54,FALSE,FALSE
2019-06-20,Netherlands,Canada,Canada,Christine Sinclair,60,FALSE,FALSE
2019-06-20,Netherlands,Canada,Netherlands,Lineth Beerensteyn,75,FALSE,FALSE
2019-06-20,Sweden,United States,United States,Lindsey Horan,3,FALSE,FALSE
2019-06-20,Sweden,United States,United States,Jonna Andersson,50,TRUE,FALSE
2019-06-20,Thailand,Chile,Chile,Waraporn Boonsing,48,TRUE,FALSE
2019-06-20,Thailand,Chile,Chile,María José Urrutia,80,FALSE,FALSE
2019-06-22,Germany,Nigeria,Germany,Alexandra Popp,20,FALSE,FALSE
2019-06-22,Germany,Nigeria,Germany,Sara Däbritz,27,FALSE,TRUE
2019-06-22,Germany,Nigeria,Germany,Lea Schüller,82,FALSE,FALSE
2019-06-22,Norway,Australia,Norway,Isabell Herlovsen,31,FALSE,FALSE
2019-06-22,Norway,Australia,Australia,Elise Kellond-Knight,83,FALSE,FALSE
2019-06-23,England,Cameroon,England,Steph Houghton,14,FALSE,FALSE
2019-06-23,England,Cameroon,England,Ellen White,45,FALSE,FALSE
2019-06-23,England,Cameroon,England,Alex Greenwood,58,FALSE,FALSE
2019-06-23,France,Brazil,France,Valérie Gauvin,52,FALSE,FALSE
2019-06-23,France,Brazil,Brazil,Thaisa,63,FALSE,FALSE
2019-06-23,France,Brazil,France,Amandine Henry,107,FALSE,FALSE
2019-06-24,Spain,United States,United States,Megan Rapinoe,7,FALSE,TRUE
2019-06-24,Spain,United States,Spain,Jennifer Hermoso,9,FALSE,FALSE
2019-06-24,Spain,United States,United States,Megan Rapinoe,75,FALSE,TRUE
2019-06-24,Sweden,Canada,Sweden,Stina Blackstenius,55,FALSE,FALSE
2019-06-25,Italy,China PR,Italy,Valentina Giacinti,15,FALSE,FALSE
2019-06-25,Italy,China PR,Italy,Aurora Galli,49,FALSE,FALSE
2019-06-25,Netherlands,Japan,Netherlands,Lieke Martens,17,FALSE,FALSE
2019-06-25,Netherlands,Japan,Japan,Yui Hasegawa,43,FALSE,FALSE
2019-06-25,Netherlands,Japan,Netherlands,Lieke Martens,90,FALSE,TRUE
2019-06-27,Norway,England,England,Jill Scott,3,FALSE,FALSE
2019-06-27,Norway,England,England,Ellen White,40,FALSE,FALSE
2019-06-27,Norway,England,England,Lucy Bronze,57,FALSE,FALSE
2019-06-28,France,United States,United States,Megan Rapinoe,5,FALSE,FALSE
2019-06-28,France,United States,United States,Megan Rapinoe,65,FALSE,FALSE
2019-06-28,France,United States,France,Wendie Renard,81,FALSE,FALSE
2019-06-29,Germany,Sweden,Germany,Lina Magull,16,FALSE,FALSE
2019-06-29,Germany,Sweden,Sweden,Sofia Jakobsson,22,FALSE,FALSE
2019-06-29,Germany,Sweden,Sweden,Stina Blackstenius,48,FALSE,FALSE
2019-06-29,Italy,Netherlands,Netherlands,Vivianne Miedema,70,FALSE,FALSE
2019-06-29,Italy,Netherlands,Netherlands,Stefanie van der Gragt,80,FALSE,FALSE
2019-07-02,England,United States,United States,Christen Press,10,FALSE,FALSE
2019-07-02,England,United States,England,Ellen White,19,FALSE,FALSE
2019-07-02,England,United States,United States,Alex Morgan,31,FALSE,FALSE
2019-07-03,Netherlands,Sweden,Netherlands,Jackie Groenen,99,FALSE,FALSE
2019-07-06,England,Sweden,Sweden,Kosovare Asllani,11,FALSE,FALSE
2019-07-06,England,Sweden,Sweden,Sofia Jakobsson,22,FALSE,FALSE
2019-07-06,England,Sweden,England,Fran Kirby,31,FALSE,FALSE
2019-07-07,United States,Netherlands,United States,Megan Rapinoe,61,FALSE,TRUE
2019-07-07,United States,Netherlands,United States,Rose Lavelle,69,FALSE,FALSE
2021-07-21,Australia,New Zealand,Australia,Tameka Yallop,20,FALSE,FALSE
2021-07-21,Australia,New Zealand,Australia,Sam Kerr,33,FALSE,FALSE
2021-07-21,Australia,New Zealand,New Zealand,Gabi Rennie,90,FALSE,FALSE
2021-07-21,China PR,Brazil,Brazil,Marta,9,FALSE,FALSE
2021-07-21,China PR,Brazil,Brazil,Debinha,22,FALSE,FALSE
2021-07-21,China PR,Brazil,Brazil,Marta,74,FALSE,FALSE
2021-07-21,China PR,Brazil,Brazil,Andressa Alves,82,FALSE,TRUE
2021-07-21,China PR,Brazil,Brazil,Bia Zaneratto,89,FALSE,FALSE
2021-07-21,Great Britain,Chile,Great Britain,Ellen White,18,FALSE,FALSE
2021-07-21,Great Britain,Chile,Great Britain,Ellen White,73,FALSE,FALSE
2021-07-21,Japan,Canada,Canada,Christine Sinclair,6,FALSE,FALSE
2021-07-21,Japan,Canada,Japan,Mana Iwabuchi,84,FALSE,FALSE
2021-07-21,Sweden,United States,Sweden,Stina Blackstenius,25,FALSE,FALSE
2021-07-21,Sweden,United States,Sweden,Stina Blackstenius,54,FALSE,FALSE
2021-07-21,Sweden,United States,Sweden,Lina Hurtig,72,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Vivianne Miedema,9,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Lieke Martens,14,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Vivianne Miedema,15,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Zambia,Barbra Banda,19,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Vivianne Miedema,29,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Lieke Martens,38,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Shanice van de Sanden,44,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Vivianne Miedema,59,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Jill Roord,64,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Lineth Beerensteyn,75,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Netherlands,Victoria Pelova,80,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Zambia,Barbra Banda,82,FALSE,FALSE
2021-07-21,Zambia,Netherlands,Zambia,Barbra Banda,83,FALSE,FALSE
2021-07-24,Chile,Canada,Canada,Janine Beckie,39,FALSE,FALSE
2021-07-24,Chile,Canada,Canada,Janine Beckie,47,FALSE,FALSE
2021-07-24,Chile,Canada,Chile,Karen Araya,57,FALSE,TRUE
2021-07-24,China PR,Zambia,China PR,Wang Shuang,6,FALSE,FALSE
2021-07-24,China PR,Zambia,Zambia,Racheal Kundananji,15,FALSE,FALSE
2021-07-24,China PR,Zambia,China PR,Wang Shuang,22,FALSE,FALSE
2021-07-24,China PR,Zambia,China PR,Wang Shuang,23,FALSE,FALSE
2021-07-24,China PR,Zambia,Zambia,Barbra Banda,43,FALSE,TRUE
2021-07-24,China PR,Zambia,Zambia,Barbra Banda,46,FALSE,FALSE
2021-07-24,China PR,Zambia,Zambia,Barbra Banda,69,FALSE,FALSE
2021-07-24,China PR,Zambia,China PR,Wang Shuang,84,FALSE,TRUE
2021-07-24,Japan,Great Britain,Great Britain,Ellen White,74,FALSE,FALSE
2021-07-24,Netherlands,Brazil,Netherlands,Vivianne Miedema,3,FALSE,FALSE
2021-07-24,Netherlands,Brazil,Brazil,Debinha,16,FALSE,FALSE
2021-07-24,Netherlands,Brazil,Netherlands,Vivianne Miedema,59,FALSE,FALSE
2021-07-24,Netherlands,Brazil,Brazil,Marta,65,FALSE,TRUE
2021-07-24,Netherlands,Brazil,Brazil,Ludmila,68,FALSE,FALSE
2021-07-24,Netherlands,Brazil,Netherlands,Dominique Janssen,79,FALSE,FALSE
2021-07-24,New Zealand,United States,United States,Rose Lavelle,9,FALSE,FALSE
2021-07-24,New Zealand,United States,United States,Lindsey Horan,45,FALSE,FALSE
2021-07-24,New Zealand,United States,United States,Abby Erceg,63,TRUE,FALSE
2021-07-24,New Zealand,United States,New Zealand,Betsy Hassett,72,FALSE,FALSE
2021-07-24,New Zealand,United States,United States,Christen Press,80,FALSE,FALSE
2021-07-24,New Zealand,United States,United States,Alex Morgan,88,FALSE,FALSE
2021-07-24,New Zealand,United States,United States,C. J. Bott,90,TRUE,FALSE
2021-07-24,Sweden,Australia,Sweden,Fridolina Rolfö,20,FALSE,FALSE
2021-07-24,Sweden,Australia,Australia,Sam Kerr,36,FALSE,FALSE
2021-07-24,Sweden,Australia,Australia,Sam Kerr,48,FALSE,FALSE
2021-07-24,Sweden,Australia,Sweden,Lina Hurtig,52,FALSE,FALSE
2021-07-24,Sweden,Australia,Sweden,Fridolina Rolfö,63,FALSE,FALSE
2021-07-24,Sweden,Australia,Sweden,Stina Blackstenius,82,FALSE,FALSE
2021-07-27,Brazil,Zambia,Brazil,Andressa Alves,19,FALSE,FALSE
2021-07-27,Canada,Great Britain,Canada,Adriana Leon,55,FALSE,FALSE
2021-07-27,Canada,Great Britain,Great Britain,Nichelle Prince,85,TRUE,FALSE
2021-07-27,Japan,Chile,Japan,Mina Tanaka,77,FALSE,FALSE
2021-07-27,Netherlands,China PR,Netherlands,Shanice van de Sanden,12,FALSE,FALSE
2021-07-27,Netherlands,China PR,China PR,Wang Shanshan,28,FALSE,FALSE
2021-07-27,Netherlands,China PR,Netherlands,Lineth Beerensteyn,37,FALSE,FALSE
2021-07-27,Netherlands,China PR,Netherlands,Lineth Beerensteyn,45,FALSE,FALSE
2021-07-27,Netherlands,China PR,Netherlands,Lieke Martens,47,FALSE,FALSE
2021-07-27,Netherlands,China PR,Netherlands,Vivianne Miedema,65,FALSE,FALSE
2021-07-27,Netherlands,China PR,China PR,Wang Yanwen,69,FALSE,FALSE
2021-07-27,Netherlands,China PR,Netherlands,Lieke Martens,70,FALSE,FALSE
2021-07-27,Netherlands,China PR,Netherlands,Victoria Pelova,71,FALSE,FALSE
2021-07-27,Netherlands,China PR,Netherlands,Vivianne Miedema,76,FALSE,FALSE
2021-07-27,New Zealand,Sweden,Sweden,Anna Anvegård,17,FALSE,FALSE
2021-07-27,New Zealand,Sweden,Sweden,Madelen Janogy,29,FALSE,FALSE
2021-07-30,Great Britain,Australia,Australia,Alanna Kennedy,35,FALSE,FALSE
2021-07-30,Great Britain,Australia,Great Britain,Ellen White,57,FALSE,FALSE
2021-07-30,Great Britain,Australia,Great Britain,Ellen White,66,FALSE,FALSE
2021-07-30,Great Britain,Australia,Australia,Sam Kerr,89,FALSE,FALSE
2021-07-30,Great Britain,Australia,Australia,Mary Fowler,103,FALSE,FALSE
2021-07-30,Great Britain,Australia,Australia,Sam Kerr,106,FALSE,FALSE
2021-07-30,Great Britain,Australia,Great Britain,Ellen White,115,FALSE,FALSE
2021-07-30,Japan,Sweden,Sweden,Magdalena Eriksson,7,FALSE,FALSE
2021-07-30,Japan,Sweden,Japan,Mina Tanaka,23,FALSE,FALSE
2021-07-30,Japan,Sweden,Sweden,Stina Blackstenius,53,FALSE,FALSE
2021-07-30,Japan,Sweden,Sweden,Kosovare Asllani,68,FALSE,TRUE
2021-07-30,Netherlands,United States,Netherlands,Vivianne Miedema,18,FALSE,FALSE
2021-07-30,Netherlands,United States,United States,Sam Mewis,28,FALSE,FALSE
2021-07-30,Netherlands,United States,United States,Lynn Williams,31,FALSE,FALSE
2021-07-30,Netherlands,United States,Netherlands,Vivianne Miedema,54,FALSE,FALSE
2021-08-02,Australia,Sweden,Sweden,Fridolina Rolfö,46,FALSE,FALSE
2021-08-02,United States,Canada,Canada,Jessie Fleming,75,FALSE,TRUE
2021-08-05,Australia,United States,United States,Megan Rapinoe,8,FALSE,FALSE
2021-08-05,Australia,United States,Australia,Sam Kerr,17,FALSE,FALSE
2021-08-05,Australia,United States,United States,Megan Rapinoe,21,FALSE,FALSE
2021-08-05,Australia,United States,United States,Carli Lloyd,45,FALSE,FALSE
2021-08-05,Australia,United States,United States,Carli Lloyd,51,FALSE,FALSE
2021-08-05,Australia,United States,Australia,Caitlin Foord,54,FALSE,FALSE
2021-08-05,Australia,United States,Australia,Emily Gielnik,90,FALSE,FALSE
2021-08-06,Sweden,Canada,Sweden,Stina Blackstenius,34,FALSE,FALSE
2021-08-06,Sweden,Canada,Canada,Jessie Fleming,67,FALSE,TRUE
2022-07-06,England,Austria,England,Beth Mead,16,FALSE,FALSE
2022-07-07,Norway,Northern Ireland,Norway,Julie Blakstad,10,FALSE,FALSE
2022-07-07,Norway,Northern Ireland,Norway,Frida Maanum,13,FALSE,FALSE
2022-07-07,Norway,Northern Ireland,Norway,Caroline Graham Hansen,31,FALSE,TRUE
2022-07-07,Norway,Northern Ireland,Northern Ireland,Julie Nelson,49,FALSE,FALSE
2022-07-07,Norway,Northern Ireland,Norway,Guro Reiten,54,FALSE,FALSE
2022-07-08,Germany,Denmark,Germany,Lina Magull,21,FALSE,FALSE
2022-07-08,Germany,Denmark,Germany,Lea Schüller,57,FALSE,FALSE
2022-07-08,Germany,Denmark,Germany,Lena Lattwein,78,FALSE,FALSE
2022-07-08,Germany,Denmark,Germany,Alexandra Popp,86,FALSE,FALSE
2022-07-08,Spain,Finland,Finland,Linda Sällström,1,FALSE,FALSE
2022-07-08,Spain,Finland,Spain,Irene Paredes,26,FALSE,FALSE
2022-07-08,Spain,Finland,Spain,Aitana Bonmatí,41,FALSE,FALSE
2022-07-08,Spain,Finland,Spain,Lucía García,75,FALSE,FALSE
2022-07-08,Spain,Finland,Spain,Mariona Caldentey,90,FALSE,TRUE
2022-07-09,Netherlands,Sweden,Sweden,Jonna Andersson,35,FALSE,FALSE
